difference0,difference1,difference2,difference3,difference4,difference5,difference6,difference7,difference8,difference9,difference10,difference11,difference12,difference13,difference14,difference15,difference16,difference17,difference18,difference19,difference20,difference21,difference22,difference23,difference24,z_score
-4.337780122,-5.016200138,-0.950805491,-8.842308425,-9.43150298,-7.879431759,-3.419127894,-2.609084275,-5.063446198,-7.361187882,-8.66389098,-4.849516847,-2.827220725,0.150824082,1.56265231,0.951066297,-7.300121945,-10.88262567,-5.910809378,5.580844147,2.199317406,-5.601032153,-8.224701502,-9.208506244,-9.525413448,-0.148641739
1.472804423,-1.198482624,-3.645803483,-6.451131013,-7.094183223,-3.357649565,-4.58935337,0.084858235,0.00951917,-3.24873665,-4.861574409,-0.205828955,-0.113481693,0.291981232,1.942959922,2.797319513,-5.381942019,4.007594445,6.550394185,3.85311669,-0.788519632,3.036847442,-5.230868106,-6.330784801,-0.355920149,-0.170129436
7.929768432,0.906512926,-1.567669519,-7.199477603,-6.73822098,-8.056374747,5.754887155,1.267113025,-1.053114065,-3.776044832,-5.81054242,-2.396531385,-7.40280291,5.213922959,4.938379603,0.061928271,-7.618622718,0.158545337,-2.368379634,-13.79747694,-0.357988694,1.732303714,1.464617373,-10.34162547,-12.85120563,-0.141067408
5.65481718,-3.307459033,-7.174642152,1.144041496,1.875488411,-1.443349043,-6.610003708,-10.09676526,5.497068591,1.602726442,-4.328519338,2.599701755,5.021334052,8.77861886,7.571758771,9.06821289,2.145740182,1.711768289,-0.228170643,-13.15361237,-7.850676157,-7.219064173,-7.42928244,-7.252470606,-7.794017605,-0.473100584
-7.064068437,-5.102353092,-5.127546026,-2.283962313,5.259586813,-6.420759267,-5.136000348,-4.689967992,-0.34609292,-1.919748598,-3.570769029,-3.667442446,3.139961611,1.659813488,-2.171518297,-3.853327952,-4.928603796,-1.443573572,2.218452194,-0.945360993,1.286575228,-1.292780917,-0.269673343,-1.917847415,-4.664321603,0.483668883
-7.511317641,-8.34315967,-12.32125361,-11.80842476,-12.552122,-8.097372844,-7.51559892,-14.77629061,-7.615781923,-9.666072178,-10.38666012,-11.7720014,-11.54535671,-10.93967302,-2.643256011,-4.860180719,-4.285061147,-11.09502738,-5.401161174,-10.23303017,-7.036265468,-6.792993087,-11.52413689,-12.26808485,-9.315239505,0.098638676
-3.659262387,-0.468674075,-1.493319711,-10.73506298,-11.9740313,-13.54058551,-12.1834763,-5.204089538,-1.591765433,-8.416963932,-12.31708546,-14.62327138,-7.102320536,-5.957067406,-2.901408658,-9.846805478,-10.76498798,-0.118135904,-3.069644033,-6.000040827,-2.293078402,-11.29434598,-12.80017743,-7.247267156,-12.2384996,-0.326973872
7.468552016,-1.087550732,-8.163922726,0.423494254,-11.9127144,-7.06649463,-7.132412884,-7.019289342,-7.116277,-8.482074715,-9.31338643,-9.456741723,-9.073046894,-8.77116144,1.909992608,1.226876654,0.762007069,-1.01735826,-1.201961714,-13.82169836,-12.38494252,-5.975810874,-2.260195495,-10.15037527,-10.06730373,-0.135040674
-12.43135066,-9.538583229,-8.622275303,-8.161747554,-13.08521512,-8.82680754,-8.723995151,-8.714098888,-8.810436903,-8.843980597,-9.737082741,-7.793153553,-13.57722413,-9.919260583,-10.50937999,-4.863827995,-7.935577598,-7.960610643,-8.739893097,-9.749274421,-9.525191763,-9.509919376,-9.612721953,-9.432808992,-9.596139316,-0.124912927
-7.299852021,-5.442734577,-4.742461649,-3.418217107,-5.392871892,-8.01141057,-6.05912428,-4.7036315,-2.949442616,-12.05146259,-12.65607867,-10.23436254,-7.363189501,-5.594372337,-5.064091953,-7.151938552,-15.51428106,-14.20674697,-15.46888648,-3.943763036,-3.646847752,-8.011910572,-5.296433465,-8.992065475,-16.58564808,-0.191694969
-9.568559629,-9.694995958,-10.10554473,-10.82561862,-6.595196679,-6.63753406,-6.727626809,-8.63205442,-9.402846401,-10.45277725,-8.706989441,-4.937824966,-6.205778371,-7.789111599,-8.941227476,-4.878750748,-7.159061837,-8.542516558,-9.452088375,-3.725213869,-3.982545742,-7.033577702,-5.906063077,-6.846609634,-6.668794889,0.247849264
-1.970542346,0.650888588,-3.932401919,-8.241081446,-9.076918155,-9.017830366,-1.872062352,0.277002421,-5.323181452,-6.481069828,-7.971114125,-5.311613658,-1.33614356,2.040603852,-4.97870573,-0.03563515,-10.95729813,-10.97330958,-2.013141142,-1.432404103,1.084236592,-6.11961466,-7.252620153,-8.069789602,-8.037429873,0.494579529
