difference0,difference1,difference2,difference3,difference4,difference5,difference6,difference7,difference8,difference9,difference10,difference11,difference12,difference13,difference14,difference15,difference16,difference17,difference18,difference19,difference20,difference21,difference22,difference23,difference24,z_score
-8.871594778,-3.053255973,-4.640372048,-2.998276907,-2.366913476,-3.151782438,-7.837259798,-4.420487374,-3.320180708,-0.701857906,-2.493709051,-4.380674221,0.845683665,1.067320213,-1.693963093,-3.35768539,-6.057198102,0.319688814,1.722867211,-0.858398388,-1.401562509,-1.057275055,-2.396904189,-2.446094303,-2.656702784,0.778961417
-10.43714996,-3.348958061,-1.37837944,-2.098743319,-3.150496208,2.407661489,0.170490897,-6.555002174,-3.222838536,-3.758277955,-6.609902839,-10.52032181,-9.53718389,-1.494156103,-2.164628292,-3.767666572,-5.74942028,-9.492532762,-10.3789372,-1.302036503,-3.359715632,-6.315534546,-5.410382121,-7.168881605,-7.646750351,0.930116486
0.342935907,-7.161188981,-4.662608902,-5.974907946,-2.016003211,-4.850037519,3.225311824,-5.988137083,-2.38403015,-4.51029146,-2.226245064,-4.259466228,-0.223307402,0.377724058,-0.46983636,-0.833969626,4.984103887,3.793448673,1.306270985,1.700145098,1.490277057,3.445322953,-1.40325849,-3.589990375,-4.070760432,1.629736715
-8.06949173,-7.590433963,-9.090083598,-10.02925236,-6.311171704,-7.074263696,-7.210841977,-7.954115387,-6.562085163,-9.537508117,-4.320462823,-5.888030698,-6.332656576,-7.813701888,-0.86235775,-3.055110004,-5.510569244,-8.070824357,-8.457687585,-1.870933523,-2.380395532,-5.537826469,-4.14471133,-5.898468935,-6.28773317,0.556478368
-10.22811017,-11.50158585,-13.48510807,-8.712227698,-7.76372441,-8.389953127,-8.703736663,-11.05945805,-11.18972459,-12.86243012,-6.091146947,-7.428300435,-7.889156874,-11.96817849,-8.205698042,-5.870845519,-8.284662604,-8.442895568,-10.87985937,-10.73789769,-5.024928972,-7.078926809,-5.869202492,-7.630800654,-7.56148414,0.742391724
-10.4365568,-9.900656551,-10.75669166,-5.563458151,-6.846682675,-7.659315539,-10.49227694,-9.022815673,-7.085309168,-4.387681494,-6.05684918,-8.936282087,-1.940598376,-1.455253106,-4.023512708,-5.835410086,-7.641625884,0.081148011,0.134795387,-1.522961179,-3.359847009,-6.035633971,-4.742086499,-6.076679114,-6.413192457,0.708551425
-17.09532782,-17.73579681,-15.40659679,-14.15776331,-14.33282086,-17.72563417,-17.88680065,-10.0655795,-8.636638259,-9.655657003,-8.927861692,-9.431519941,-7.914635577,-11.82479551,-16.44169329,-11.35130943,-6.998969414,-7.760289904,-12.19429588,-11.99852458,-10.45828343,-12.46159088,-12.20560001,-12.63422919,-12.54519745,0.987776877
-10.09553155,-7.736451957,-6.809457109,-7.839394578,-7.176637206,-7.564818521,-7.496386995,-10.95333462,-7.909772942,-5.608197714,-5.916290692,-6.802053647,-8.290092168,-7.578116754,-2.21042354,-4.339208215,-7.181059901,-6.587524476,-9.329160758,-7.014922527,-2.928985102,-7.101757174,-6.798047187,-6.025516739,-6.964180139,0.560341896
-19.52174942,-2.486133213,-5.992586123,-7.537249253,-8.187378354,-19.5822774,-9.077765628,-5.195655026,-8.688554277,-9.354267519,-12.39162213,-13.44658896,-3.116192696,-2.245227601,-10.42419487,-7.383203361,-6.151510949,-7.715150247,-9.664146789,-5.286472018,-6.401286061,-7.067323165,-9.329919501,-7.983885841,-14.81346732,1.147625362
-2.263883438,1.148589426,-2.226300996,-6.486505809,-6.782787429,-7.373667914,-3.934908134,1.171871941,3.320737146,-4.386528203,-6.033543149,-7.68918104,-0.676779421,3.471462684,2.452702492,-4.466426081,0.471565707,-1.155399897,-3.644334326,6.218459125,-2.641193492,0.921171604,-4.235642719,-5.494240888,-6.392560854,0.828061244
-4.331677303,-4.052862707,-5.852518731,-6.97499369,-8.74204435,-4.023289327,-1.906400774,-3.614795537,-4.045567139,-2.533915296,-0.437392458,-5.15784987,-3.018921907,-2.183353652,-1.121017041,-3.137757075,-3.531220168,-3.745205942,-3.501488253,-3.87039312,-5.170986092,-5.368376557,-5.941324695,-5.18119973,-5.650558172,0.573285842
-1.441798802,-1.911826549,-4.110589821,-10.12611811,-10.14698111,-5.523015085,-2.048225829,-1.094706161,-6.126143358,-6.349199379,-8.25563857,-2.954832034,-2.129407269,-4.395541122,-7.693690625,-9.257953364,-10.10103103,1.236843776,-3.983796248,-4.953034274,-5.99107054,-7.365146194,-7.580722759,-9.194547796,-7.966578457,1.146387502
-5.565506527,-6.473119204,-4.096040289,-4.392270069,-3.208968627,-3.617813824,-4.048338347,-3.978609096,-4.178662307,-9.026576307,-4.982404298,-1.805914556,-3.610541737,-3.057351534,-6.636668113,-7.511089943,-3.649993085,-3.299018812,-2.030110509,-1.542391948,-3.386010854,-3.900642722,-3.881615132,-3.906989903,-3.92403404,1.159132234
-10.47812739,-10.4194896,-6.806017311,-7.274153523,-7.155983147,-8.245626263,-3.683607296,-10.60456667,-6.464572067,-6.286813827,-5.817602528,-7.087575397,-6.570651836,-2.526139736,2.395528524,-6.139867251,-2.170035265,-3.408273469,-2.220708681,-0.185464682,-5.744101193,-4.741387965,-4.665673856,-6.688788636,-6.915727235,0.517489829
-6.674044267,-6.740035701,0.195971882,4.656282593,-2.99689677,-2.942667394,-6.068814247,-6.823062665,-4.232678075,9.31496522,5.47547332,-1.889694798,4.920325496,2.231220039,0.257727655,-2.790892831,-3.317916805,-4.960932153,-1.645671471,2.853809597,2.079212894,5.286614309,6.011668295,7.380699566,9.937923144,1.190324995
-19.81503042,-18.5402995,-14.84070689,-13.83540754,-9.795320989,-4.217084368,-10.33585247,-9.810882021,-15.72411607,-16.08436712,-17.68952426,-17.31300406,-16.96857151,-15.68106419,-16.2860187,-16.79977388,-19.9560933,-12.94066597,-14.62343162,-13.44438618,-13.68901725,-15.1259935,-13.93689065,-15.06088459,-15.47888906,1.285455915
-7.161917922,-7.019422134,-7.246669159,-3.175778106,-5.480776179,-6.753078249,-5.019946162,-6.604283928,-2.127672012,-7.23085962,3.220224547,3.738790369,-2.544656548,-4.832291452,-4.790950243,1.521332079,3.030399915,0.956502923,-1.763920032,0.041382081,-0.067976012,-1.906719244,-1.906785136,-1.893952084,-1.89871534,-0.268121845
-20.87781938,-19.31658028,-19.31643018,-15.45156397,-14.40048578,-14.80238456,-12.97588891,-20.4740007,-14.15540132,-12.79171136,-11.24250234,-12.02281617,-13.99076922,-13.52584003,-20.77408401,-9.321709979,-10.27527179,-16.15487463,-18.5318339,-18.20140088,-11.58337989,-16.17784841,-14.22445533,-14.54814348,-16.75357754,-0.536263303
-19.55735892,-0.355960313,-0.266975988,1.128870023,-3.215114551,-6.122304297,-5.412506592,-14.19412517,0.122073087,-2.128550742,-5.531069065,-5.486933262,-8.525301796,-5.401846528,-2.676358669,0.371823378,0.150258501,2.324873904,-1.38074429,-4.241146243,-2.042779281,0.634937174,-7.604774427,-1.459939968,-12.33230004,-0.441303885
-12.56963862,-9.950201115,-10.6729441,-7.480514551,-7.508752417,-8.048465481,-11.49948335,-10.78267445,-10.38431242,-6.906885524,-5.026283387,-6.884588698,-7.013875245,-8.562990419,-3.654463112,-3.732937007,-7.409879274,-7.85100125,-7.189893781,-3.807882479,-5.140500419,-8.16868384,-6.649026398,-6.830270797,-8.367529435,-0.050594688
-7.935717607,-7.412927982,-9.490439373,-7.078230963,-5.505174317,-6.437186776,-6.089133307,-7.785672052,-8.525688095,-8.857265346,-6.064247837,-3.742629355,-5.940479016,-5.388413174,-9.738688236,-3.070877287,-5.939716555,-7.045321287,-8.295555203,-3.117370384,-4.658875027,-5.09004753,-5.101837985,-6.16185656,-6.403037326,-0.506715559
-5.148669712,-13.45302783,-19.0773871,-5.773623561,-11.94464974,-19.27109921,-21.78077766,-18.16855573,-12.11095706,-6.803000763,-8.382576437,-15.94087265,-3.947197536,-5.859582182,-5.53224702,-6.627982169,-11.2442537,-10.61239093,-19.2590968,-13.96681718,-14.24973005,-18.1607473,-14.44232204,-18.17192736,-21.79234207,-0.401552408
-12.15403516,-12.43161286,-12.45991397,-7.900005193,-7.814891381,-8.451804522,-11.18471277,-12.75959444,-7.060133992,-4.781405018,-6.268889309,-7.761275522,-4.640873607,-6.600207757,-8.504550901,-9.496498983,-9.542560015,-10.68182021,-9.937430571,-5.183773986,-10.15003936,-8.467614777,-8.053038319,-9.645333947,-10.06061891,0.118075608
18.52023966,18.82518118,18.91790286,20.33470322,20.10359257,18.91093245,17.64466044,18.79177804,18.76584488,18.77824445,20.67605937,21.04156242,20.88827296,18.72376387,18.73361371,18.47860879,18.84191162,18.87957873,18.55491806,20.37746071,20.96694947,20.97630541,20.97655725,18.12627191,3.930437722,-0.127656572
-11.23651516,-11.6015769,-9.731939253,-9.058583015,-9.63978849,-9.518269793,-10.82843142,-12.01619855,-13.21839668,-8.572590839,-6.625501271,-7.206411669,-9.054749041,-8.32862428,-4.060484702,-5.440188869,-6.888234506,-8.831508773,-9.077300344,-3.82700094,-4.45651091,-8.983634438,-7.028926786,-7.725029383,-8.851835408,-0.302272991
-0.814080236,2.068584567,0.555711446,-3.185388059,-2.439558495,-5.722854861,-0.095589487,4.333870041,2.179563022,-0.16905739,-1.411858282,-5.017225285,1.796318149,-0.433458491,4.046787836,-3.001318274,-0.67036721,-2.919539677,4.873504363,0.677299776,2.115881977,0.862144082,0.233948496,-1.231931906,-9.294546862,-0.008157769
6.519453319,3.058467512,-0.852300882,-5.983619697,-7.03155477,-2.893210549,-0.195469729,0.299678472,-2.020269566,-4.342216441,-6.048993314,5.08167658,0.3550537,6.574095169,-4.482360796,-0.15738995,2.765479942,-3.649337254,2.30730285,3.105400817,0.952844559,0.898277722,-4.23183651,-5.963909891,-6.091104994,0.230834322
-12.42318396,-11.82286759,-11.05470733,-9.207602119,-9.60131112,-12.39687509,-12.33069577,-12.81532781,-8.616578761,-7.974980512,-9.207652347,-10.57480874,-4.9556665,-3.797234842,-1.921045478,-6.654110871,-12.00454509,-10.48210972,-4.467762963,-5.234634255,-4.227164684,-7.477666025,-9.1315903,-9.379207829,-9.397767393,0.331641767
-12.6885362,-11.63812474,-6.543141426,-6.876816465,-7.764371345,-8.058803068,-10.73974508,-10.66234246,-7.821813691,-5.6932822,-7.010453584,-7.528160413,-9.389491802,-3.642112616,-8.332619102,-8.33484769,-11.76373228,-12.47792398,-6.764327711,-5.31971699,-8.327255749,-9.221386784,-9.157179868,-9.72253649,-10.3887572,-0.230391404
-10.45709567,0.381708046,-4.917845435,-6.865142719,-7.946564017,-7.921411365,-8.163859674,-9.107320189,-3.806681383,-5.266286291,-7.057501668,-6.555275096,-12.20864622,-0.65973656,-2.210088258,-4.877394787,-7.079489428,-9.188342078,-8.628232783,-2.610388088,-2.450887286,-5.702701122,-4.572384771,-5.430548207,-6.746497651,-0.407183149
4.857775026,5.675275807,1.739351028,-2.499424358,7.20311376,-2.998744775,5.562114138,4.929014535,0.022835255,-2.004557772,-1.865783486,2.242397146,2.298717355,-0.211473908,-2.963654703,2.156338631,6.920791809,4.391333292,3.912422826,1.108113228,-1.4089343,0.123743239,-0.065221035,-0.307430436,-2.029236761,0.20031306
-2.993201353,-3.745547888,-3.945344304,-3.816697158,-5.372709372,-0.493017494,-1.85935357,1.915770384,4.849533327,2.038278099,0.749737598,-1.696642682,-2.792591832,-3.771054081,4.666066778,2.986234661,3.083098459,1.124556576,-0.047822475,-1.916726584,-0.531802976,0.528770511,-1.709579973,-1.68308627,-1.801253167,0.080753712
-5.555009464,-4.804044579,-4.849022224,-4.261101761,-4.336099421,3.661363051,-2.974689366,-13.76481317,-14.54745971,-13.50174981,-8.545046267,-8.944475717,-9.898774595,-7.43612781,-5.901041441,-14.38422206,-5.748885556,-2.60547071,0.508532485,-9.949257415,-6.325057294,-11.65454729,-14.12641517,-15.52361059,-12.43453772,-0.411269746
-4.87832048,-2.868256389,-5.47923725,-3.934253767,-0.515641932,-4.287203116,-6.740137331,-5.807831993,-5.746801659,-2.635064676,-2.238968675,-0.794471129,-5.795990894,1.044526306,1.041432981,-5.692585212,-19.55294557,-21.47648991,-19.50935954,-5.640145677,-2.0516917,2.673705306,-1.04247568,-1.302057713,-12.83047082,-0.546968143
-12.08086802,-8.83950544,-12.37935132,-9.25558594,-7.844717206,-8.77385541,-8.728847689,-10.01742339,-10.58008201,-12.26886409,-8.486474473,-6.410072645,-7.846202882,-7.854159611,-9.091663459,-4.634675877,-8.075497202,-7.522007636,-8.09205047,-6.377398283,-7.143406366,-9.859405011,-8.75474545,-9.326918444,-3.157447707,0.190382101
-15.69138494,-13.50808044,-11.9928798,-12.95045217,-15.79177266,-16.90762922,-17.13111777,-13.46886778,-4.552540828,-9.901423333,-9.565722031,-11.89041421,-11.51818546,-10.7694583,-13.35841892,-12.17765164,-13.36052567,-9.202412684,-9.935439844,-15.08494259,-11.15911321,-7.972673048,-7.746974157,-13.53985439,-11.03313126,0.04312304
-2.261293949,0.342511582,-4.770530395,-13.54213387,-12.4631265,-6.51345341,-2.547060858,-1.422021358,-4.940729671,-5.630665396,-9.395990092,-5.416931169,-9.499120932,-4.628775952,-0.519138495,-3.362223907,-1.607096071,-14.73548362,-16.60630011,-5.313578969,-4.334039837,-1.075164061,-6.048979364,-7.606010704,-7.314133791,-0.149979551
-10.64783494,-10.0782513,-9.950690462,-10.90340549,-10.80691499,-10.97164103,-10.79046955,-12.91660838,-7.955127677,-8.812302374,-10.47753282,-10.01131901,-11.96421227,-6.544935812,-8.806690204,-9.495698857,-9.824027952,-9.93030692,-10.01044213,-7.605232297,-7.976196732,-8.332475846,-9.689968251,-9.427025971,-10.0017458,0.029119184
-23.65558868,-8.511223863,-10.99809722,-8.921800225,-22.96430132,-20.35071079,-19.21027507,-11.90113036,-15.06576866,-21.7657278,-20.31585022,-14.95802915,-13.49327682,-14.99873308,-19.07371605,-20.23041294,-20.20192197,-23.21659162,-14.14014526,-13.34518847,-19.02446899,-16.71827464,-20.74817363,-21.34662027,-21.87076114,-0.295682417
6.500097295,2.416270137,2.765320639,-7.185871051,-5.482666279,2.220952873,7.354463776,1.464662566,0.181883138,-3.293449805,-3.849629439,-0.912252941,1.676714567,0.102106695,-0.782230566,-4.189923108,2.057600343,-3.146024648,-7.353845578,-5.672685065,2.359310279,1.828626251,-4.273083604,-3.979079466,-2.058991122,0.214002138
-5.368658224,-2.922904965,-1.639906713,-6.242375848,-6.749823954,-7.260503137,-6.016839582,-2.838423698,-2.046642611,-2.522361369,-4.722848322,-6.25725114,-5.571273126,0.094722192,-4.611627459,-0.322125439,1.484527031,-3.314592979,-2.598451571,-2.332415666,-4.884619108,-4.650920698,-4.59226431,-6.230008324,-6.526684821,0.441566134
